"","Lane.Name","Study.ID","Sample","study","N50","Xcontigs","Totallength","Source","Country"
"541","7790_1#70",NA,"504005_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"542","7790_1#71",NA,"702745_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"543","7790_1#72",NA,"702890_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"544","7790_1#73",NA,"702898_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"545","7790_1#74",NA,"100383_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"546","7790_1#75",NA,"102010_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"547","7790_1#76",NA,"102014_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"548","7790_1#77",NA,"102366_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"549","7790_1#79",NA,"200456_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"550","7790_1#80",NA,"200959_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"551","7790_1#81",NA,"201191_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"552","7790_1#82",NA,"201488_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"553","7790_1#83",NA,"201589_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"554","7790_1#84",NA,"202317_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"555","7790_1#85",NA,"202621_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"556","7790_1#86",NA,"300812_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"557","7790_1#87",NA,"300814_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"558","7790_1#88",NA,"400897_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"559","7790_1#89",NA,"401117_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"560","7790_1#90",NA,"401174_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"561","7790_1#91",NA,"401709_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"562","7790_1#92",NA,"402058_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"563","7790_1#93",NA,"402097_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"564","7790_1#94",NA,"402227_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"565","7790_1#95",NA,"500197_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"566","7790_1#96",NA,"503130_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"567","7553_7#61",NA,"503311_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"568","7553_7#62",NA,"503947_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"569","7553_7#63",NA,"505393_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"570","7553_7#64",NA,"505513_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"571","7553_7#65",NA,"401480_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"572","7553_7#66",NA,"200781_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"573","7553_7#67",NA,"202521_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"574","7553_7#68",NA,"203470_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"575","7553_7#69",NA,"204263_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"576","7553_7#70",NA,"402138_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"577","7553_7#71",NA,"503537_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"578","7553_7#72",NA,"504925_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"579","8205_3#1",NA,"200499","ingle_GEMS",NA,NA,NA,"stool","Mali"
"580","8205_3#2",NA,"202387","ingle_GEMS",NA,NA,NA,"stool","Mali"
"581","8205_3#3",NA,"200232","ingle_GEMS",NA,NA,NA,"stool","Mali"
"582","8205_3#4",NA,"200696","ingle_GEMS",NA,NA,NA,"stool","Mali"
"583","8205_3#5",NA,"202374","ingle_GEMS",NA,NA,NA,"stool","Mali"
"584","8205_3#6",NA,"202474","ingle_GEMS",NA,NA,NA,"stool","Mali"
"585","8205_3#7",NA,"302302","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"586","8205_3#8",NA,"401553","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"587","8205_3#9",NA,"402617","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"588","8205_3#10",NA,"402635","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"589","8205_3#11",NA,"402924","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"590","8205_3#12",NA,"403066","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"591","8205_3#14",NA,"403728","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"592","8205_3#17",NA,"500989","ingle_GEMS",NA,NA,NA,"stool","India"
"593","8205_3#18",NA,"503331","ingle_GEMS",NA,NA,NA,"stool","India"
"594","8205_3#19",NA,"504180","ingle_GEMS",NA,NA,NA,"stool","India"
"595","8205_3#20",NA,"504324","ingle_GEMS",NA,NA,NA,"stool","India"
"596","8205_3#21",NA,"504528","ingle_GEMS",NA,NA,NA,"stool","India"
"597","8205_3#22",NA,"504718","ingle_GEMS",NA,NA,NA,"stool","India"
"598","8205_3#23",NA,"505148","ingle_GEMS",NA,NA,NA,"stool","India"
"599","8205_3#24",NA,"505545","ingle_GEMS",NA,NA,NA,"stool","India"
"600","8205_3#25",NA,"602206","ingle_GEMS",NA,NA,NA,"stool","Bangladesh"
"601","8205_3#26",NA,"700851","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"602","8205_3#27",NA,"702328","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"603","8205_3#28",NA,"702566","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"604","8205_3#29",NA,"100446","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"605","8205_3#30",NA,"400896","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"606","8205_3#31",NA,"401082","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"607","8205_3#32",NA,"401363","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"608","8205_3#33",NA,"402078","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"609","8205_3#34",NA,"402403","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"610","8205_3#35",NA,"402798","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"611","8205_3#36",NA,"402837","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"612","8205_3#37",NA,"402898","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"613","8205_3#38",NA,"702971","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"614","8205_3#39",NA,"702797","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"615","8205_3#40",NA,"703108","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"616","8205_3#41",NA,"703128","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"617","8205_3#42",NA,"703753","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"618","8205_3#44",NA,"703273","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"619","8205_3#45",NA,"103151","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"620","8205_3#46",NA,"300073","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"621","8205_3#47",NA,"402605","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"622","8205_3#48",NA,"501016","ingle_GEMS",NA,NA,NA,"stool","India"
"623","8205_3#49",NA,"503023","ingle_GEMS",NA,NA,NA,"stool","India"
"624","8205_3#50",NA,"503256","ingle_GEMS",NA,NA,NA,"stool","India"
"625","8205_3#51",NA,"302082","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"626","8205_3#52",NA,"401352","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"627","8205_3#53",NA,"401686","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"628","8205_3#54",NA,"401907","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"629","8205_3#55",NA,"402696","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"630","8205_3#56",NA,"402767","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"631","8205_3#57",NA,"402794","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"632","8205_3#58",NA,"402842","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"633","8205_3#59",NA,"403523","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"634","8205_3#60",NA,"500094","ingle_GEMS",NA,NA,NA,"stool","India"
"635","8205_3#61",NA,"500095","ingle_GEMS",NA,NA,NA,"stool","India"
"636","8205_3#62",NA,"703063","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"637","8205_3#63",NA,"302613","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"638","8205_3#64",NA,"302619","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"639","8205_3#65",NA,"302701","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"640","8205_3#66",NA,"500193","ingle_GEMS",NA,NA,NA,"stool","India"
"641","8205_3#67",NA,"700149","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"642","8205_3#68",NA,"700863","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"643","8205_3#69",NA,"201350","ingle_GEMS",NA,NA,NA,"stool","Mali"
"644","8205_3#70",NA,"302700","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"645","8205_3#71",NA,"302710","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"646","8205_3#72",NA,"503320","ingle_GEMS",NA,NA,NA,"stool","India"
"647","8205_3#74",NA,"G500407","ingle_GEMS",NA,NA,NA,"stool","India"
"648","8205_3#75",NA,"G504540","ingle_GEMS",NA,NA,NA,"stool","India"
"649","8205_3#76",NA,"G500007","ingle_GEMS",NA,NA,NA,"stool","India"
"650","8205_3#77",NA,"G503854","ingle_GEMS",NA,NA,NA,"stool","India"
"651","8205_3#78",NA,"G302551","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"652","8205_3#79",NA,"G302544","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"653","8205_3#80",NA,"G401529","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"654","8205_3#81",NA,"G603423","ingle_GEMS",NA,NA,NA,"stool","Bangladesh"
"655","8205_8#71",NA,"G400792","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"656","8205_8#72",NA,"R402077","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"657","8205_8#74",NA,"G500830","ingle_GEMS",NA,NA,NA,"stool","India"
"658","8205_8#75",NA,"R503696","ingle_GEMS",NA,NA,NA,"stool","India"
"659","8205_8#77",NA,"G100788-1A","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"660","8205_8#80",NA,"G702074-1","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"661","8205_8#81",NA,"G702074-2","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"662","8205_8#83",NA,"R203092-3B","ingle_GEMS",NA,NA,NA,"stool","Mali"
"663","8205_8#84",NA,"R302583-2A","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"664","8205_8#70",NA,"G400871","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"665","8205_8#73",NA,"G401436","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"666","8205_8#79",NA,"G500297-1","ingle_GEMS",NA,NA,NA,"stool","India"
"667","8205_8#82",NA,"R203092-3A","ingle_GEMS",NA,NA,NA,"stool","Mali"
"668","8205_8#76",NA,"G303212","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"669","8205_8#85",NA,"R302583-2B","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"670","6649_2#1",NA,"E_8","mentzer",NA,NA,NA,"stool","Bangladesh"
"671","6649_2#3",NA,"E_54","mentzer",NA,NA,NA,"stool","Bangladesh"
"672","6649_2#4",NA,"E_70","mentzer",NA,NA,NA,"stool","Bangladesh"
"673","6649_2#5",NA,"E_71","mentzer",NA,NA,NA,"stool","Bangladesh"
"674","6649_2#6",NA,"E_88","mentzer",NA,NA,NA,"stool","Bangladesh"
"675","6649_2#7",NA,"E_333","mentzer",NA,NA,NA,"stool","Mexico"
"676","6649_2#8",NA,"E_344","mentzer",NA,NA,NA,"stool","Mexico"
"677","6649_2#9",NA,"E_370","mentzer",NA,NA,NA,"stool","Guatemala"
"678","6649_2#10",NA,"E_416","mentzer",NA,NA,NA,"stool","Guatemala"
"679","6649_2#11",NA,"E_471","mentzer",NA,NA,NA,"stool","Guatemala"
"680","6649_2#12",NA,"E_517","mentzer",NA,NA,NA,"stool","Mexico"
"681","6649_2#13",NA,"E_554","mentzer",NA,NA,NA,"stool","Mexico"
"682","6649_2#14",NA,"E_562","mentzer",NA,NA,NA,"stool","Mexico"
"683","6649_2#15",NA,"E_563","mentzer",NA,NA,NA,"stool","Mexico"
"684","6649_2#16",NA,"E_632","mentzer",NA,NA,NA,"stool","Guatemala"
"685","6649_2#17",NA,"E_636","mentzer",NA,NA,NA,"stool","Guatemala"
"686","6649_2#18",NA,"E_655","mentzer",NA,NA,NA,"stool","Guatemala"
"687","6649_2#19",NA,"E_863","mentzer",NA,NA,NA,"stool","Guatemala"
"688","6649_2#20",NA,"E_877","mentzer",NA,NA,NA,"stool","Guatemala"
"689","6649_2#21",NA,"E_879","mentzer",NA,NA,NA,"stool","Guatemala"
"690","6649_2#22",NA,"E_897","mentzer",NA,NA,NA,"stool","Guatemala"
"691","6649_2#23",NA,"E_916","mentzer",NA,NA,NA,"stool","Guatemala"
"692","6649_2#24",NA,"E_917","mentzer",NA,NA,NA,"stool","Guatemala"
"693","6732_2#1",NA,"E_925","mentzer",NA,NA,NA,"stool","Guatemala"
"694","6732_2#2",NA,"E_927","mentzer",NA,NA,NA,"stool","Egypt"
"695","6732_2#3",NA,"E_938","mentzer",NA,NA,NA,"stool","Egypt"
"696","6732_2#4",NA,"E_940","mentzer",NA,NA,NA,"stool","Egypt"
"697","6732_2#5",NA,"E_953","mentzer",NA,NA,NA,"stool","Egypt"
"698","6732_2#6",NA,"E_986","mentzer",NA,NA,NA,"stool","Egypt"
"699","6732_2#7",NA,"E_1034","mentzer",NA,NA,NA,"stool","Egypt"
"700","6732_2#8",NA,"E_1074","mentzer",NA,NA,NA,"stool","Egypt"
"701","6732_2#9",NA,"E_1085","mentzer",NA,NA,NA,"stool","Egypt"
"702","6732_2#10",NA,"E_1091","mentzer",NA,NA,NA,"stool","Egypt"
"703","6732_2#11",NA,"E_1111","mentzer",NA,NA,NA,"stool","Egypt"
"704","6732_2#12",NA,"E_1189","mentzer",NA,NA,NA,"stool","Egypt"
"705","6732_2#13",NA,"E_1245","mentzer",NA,NA,NA,"stool","Egypt"
"706","6732_2#14",NA,"E_1287","mentzer",NA,NA,NA,"stool","Egypt"
"707","6732_2#15",NA,"E_1298","mentzer",NA,NA,NA,"stool","Egypt"
"708","6732_2#16",NA,"E_1373","mentzer",NA,NA,NA,"stool","Indonesia"
"709","6732_2#17",NA,"E_1392","mentzer",NA,NA,NA,"stool","Indonesia"
"710","6732_2#18",NA,"E_1541","mentzer",NA,NA,NA,"stool","Argentina"
"711","6732_2#19",NA,"E_1548","mentzer",NA,NA,NA,"stool","Argentina"
"712","6732_2#20",NA,"E_1624","mentzer",NA,NA,NA,"stool","Indonesia"
"713","6732_2#21",NA,"E_1646","mentzer",NA,NA,NA,"stool","Indonesia"
"714","6732_2#22",NA,"E_1716","mentzer",NA,NA,NA,"stool","Bangladesh"
"715","6732_2#23",NA,"E_1779","mentzer",NA,NA,NA,"stool","Bangladesh"
"716","6732_2#24",NA,"E_1784","mentzer",NA,NA,NA,"stool","Bangladesh"
"717","6753_7#1",NA,"E_1654","mentzer",NA,NA,NA,"stool","Indonesia"
"718","6753_7#2",NA,"E_106","mentzer",NA,NA,NA,"stool","unknown"
"719","6753_7#3",NA,"E_21","mentzer",NA,NA,NA,"stool","Bangladesh"
"720","6753_7#4",NA,"E_28","mentzer",NA,NA,NA,"stool","Bangladesh"
"721","6753_7#5",NA,"E_36","mentzer",NA,NA,NA,"stool","Bangladesh"
"722","6753_7#6",NA,"E_45","mentzer",NA,NA,NA,"stool","Bangladesh"
"723","6753_7#7",NA,"E_66","mentzer",NA,NA,NA,"stool","Bangladesh"
"724","6753_7#8",NA,"E_74","mentzer",NA,NA,NA,"stool","Bangladesh"
"725","6753_7#9",NA,"E_79","mentzer",NA,NA,NA,"stool","Bangladesh"
"726","6753_7#10",NA,"E_85","mentzer",NA,NA,NA,"stool","Bangladesh"
"727","6753_7#11",NA,"E_87","mentzer",NA,NA,NA,"stool","Bangladesh"
"728","6753_7#12",NA,"E_97","mentzer",NA,NA,NA,"stool","Bangladesh"
"729","6753_7#13",NA,"E_99","mentzer",NA,NA,NA,"stool","Bangladesh"
"730","6753_7#14",NA,"E_110","mentzer",NA,NA,NA,"stool","Bangladesh"
"731","6753_7#15",NA,"E_126","mentzer",NA,NA,NA,"stool","unknown"
"732","6753_7#16",NA,"E_129","mentzer",NA,NA,NA,"stool","Zaire"
"733","6753_7#17",NA,"E_133","mentzer",NA,NA,NA,"stool","unknown"
"734","6753_7#18",NA,"E_135","mentzer",NA,NA,NA,"stool","unknown"
"735","6753_7#19",NA,"E_141","mentzer",NA,NA,NA,"stool","Burma"
"736","6753_7#20",NA,"E_143","mentzer",NA,NA,NA,"stool","Japan"
"737","6753_7#21",NA,"E_151","mentzer",NA,NA,NA,"stool","Japan"
"738","6753_7#22",NA,"E_220","mentzer",NA,NA,NA,"stool","Japan"
"739","6753_7#23",NA,"E_224","mentzer",NA,NA,NA,"stool","Japan"
"740","6753_7#24",NA,"E_237","mentzer",NA,NA,NA,"stool","Japan"
"741","6753_8#1",NA,"E_251","mentzer",NA,NA,NA,"stool","Japan"
"742","6753_8#2",NA,"E_272","mentzer",NA,NA,NA,"stool","Japan"
"743","6753_8#3",NA,"E_806","mentzer",NA,NA,NA,"stool","Guatemala"
"744","6753_8#4",NA,"E_810","mentzer",NA,NA,NA,"stool","Guatemala"
"745","6753_8#5",NA,"E_812","mentzer",NA,NA,NA,"stool","Guatemala"
"746","6753_8#6",NA,"E_816","mentzer",NA,NA,NA,"stool","Guatemala"
"747","6753_8#7",NA,"E_822","mentzer",NA,NA,NA,"stool","Guatemala"
"748","6753_8#8",NA,"E_842","mentzer",NA,NA,NA,"stool","Guatemala"
"749","6753_8#9",NA,"E_856","mentzer",NA,NA,NA,"stool","Guatemala"
"750","6753_8#10",NA,"E_858","mentzer",NA,NA,NA,"stool","Guatemala"
"751","6753_8#11",NA,"E_867","mentzer",NA,NA,NA,"stool","Guatemala"
"752","6753_8#12",NA,"E_871","mentzer",NA,NA,NA,"stool","Guatemala"
"753","6753_8#13",NA,"E_882","mentzer",NA,NA,NA,"stool","Guatemala"
"754","6753_8#14",NA,"E_883","mentzer",NA,NA,NA,"stool","Guatemala"
"755","6753_8#15",NA,"E_895","mentzer",NA,NA,NA,"stool","Guatemala"
"756","6753_8#16",NA,"E_900","mentzer",NA,NA,NA,"stool","Guatemala"
"757","6753_8#17",NA,"E_901","mentzer",NA,NA,NA,"stool","Guatemala"
"758","6753_8#18",NA,"E_903","mentzer",NA,NA,NA,"stool","Guatemala"
"759","6753_8#19",NA,"E_907","mentzer",NA,NA,NA,"stool","Guatemala"
"760","6753_8#20",NA,"E_920","mentzer",NA,NA,NA,"stool","Guatemala"
"761","6753_8#21",NA,"E_928","mentzer",NA,NA,NA,"stool","Egypt"
"762","6753_8#22",NA,"E_943","mentzer",NA,NA,NA,"stool","Egypt"
"763","6753_8#23",NA,"E_1003","mentzer",NA,NA,NA,"stool","Egypt"
"764","6753_8#24",NA,"E_1009","mentzer",NA,NA,NA,"stool","Egypt"
"765","7067_5#1",NA,"E_1018","mentzer",NA,NA,NA,"stool","Egypt"
"766","7067_5#2",NA,"E_1334","mentzer",NA,NA,NA,"stool","China"
"767","7067_5#4",NA,"E_1363","mentzer",NA,NA,NA,"stool","Egypt"
"768","7067_5#6",NA,"E_1433","mentzer",NA,NA,NA,"stool","Morocco"
"769","7067_5#7",NA,"E_1460","mentzer",NA,NA,NA,"stool","Indonesia"
"770","7067_5#8",NA,"E_1524","mentzer",NA,NA,NA,"stool","Argentina"
"771","7067_5#9",NA,"E_1527","mentzer",NA,NA,NA,"stool","Argentina"
"772","7067_5#10",NA,"E_1535","mentzer",NA,NA,NA,"stool","Argentina"
"773","7067_5#11",NA,"E_1593","mentzer",NA,NA,NA,"stool","Argentina"
"774","7067_5#12",NA,"E_1620","mentzer",NA,NA,NA,"stool","Argentina"
"775","7067_5#13",NA,"E_1635","mentzer",NA,NA,NA,"stool","Indonesia"
"776","7067_5#14",NA,"E_1649","mentzer",NA,NA,NA,"stool","Indonesia"
"777","7067_5#15",NA,"E_1657","mentzer",NA,NA,NA,"stool","Indonesia"
"778","7067_5#16",NA,"E_1667","mentzer",NA,NA,NA,"stool","Indonesia"
"779","7067_5#17",NA,"E_1724","mentzer",NA,NA,NA,"stool","Bangladesh"
"780","7067_5#18",NA,"E_1741","mentzer",NA,NA,NA,"stool","Bangladesh"
"781","7067_5#19",NA,"E_1750","mentzer",NA,NA,NA,"stool","Bangladesh"
"782","7067_5#20",NA,"E_1760","mentzer",NA,NA,NA,"stool","Bangladesh"
"783","7067_5#21",NA,"E_1795","mentzer",NA,NA,NA,"stool","Bangladesh"
"784","7067_5#22",NA,"E_1797","mentzer",NA,NA,NA,"stool","Bangladesh"
"785","7067_5#23",NA,"E_1841","mentzer",NA,NA,NA,"stool","Bangladesh"
"786","7067_5#24",NA,"E_1883","mentzer",NA,NA,NA,"stool","Bangladesh"
"787","7067_5#25",NA,"E_1918","mentzer",NA,NA,NA,"stool","Bangladesh"
"788","7067_5#26",NA,"E_1939","mentzer",NA,NA,NA,"stool","Bangladesh"
"789","7067_5#27",NA,"E_1947","mentzer",NA,NA,NA,"stool","Bangladesh"
"790","7067_5#28",NA,"E_1994","mentzer",NA,NA,NA,"stool","Bangladesh"
"791","7067_5#29",NA,"E_2088","mentzer",NA,NA,NA,"stool","Bangladesh"
"792","7114_1#1",NA,"E_2092","mentzer",NA,NA,NA,"stool","Bangladesh"
"793","7114_1#2",NA,"E_2118","mentzer",NA,NA,NA,"stool","Bangladesh"
"794","7114_1#3",NA,"E_2131","mentzer",NA,NA,NA,"stool","Bangladesh"
"795","7114_1#4",NA,"E_2185","mentzer",NA,NA,NA,"stool","Bolivia"
"796","7114_1#5",NA,"E_2219","mentzer",NA,NA,NA,"stool","Bolivia"
"797","7114_1#6",NA,"E_2256","mentzer",NA,NA,NA,"stool","Thailand"
"798","7114_1#7",NA,"E_2339","mentzer",NA,NA,NA,"stool","Bolivia"
"799","7114_1#8",NA,"E_2347","mentzer",NA,NA,NA,"stool","Bolivia"
"800","7114_1#9",NA,"E_2348","mentzer",NA,NA,NA,"stool","Bolivia"
"801","7114_1#10",NA,"E_2386","mentzer",NA,NA,NA,"stool","Bolivia"
"802","7114_1#11",NA,"E_2397","mentzer",NA,NA,NA,"stool","Bolivia"
"803","7114_1#12",NA,"E_2980","mentzer",NA,NA,NA,"stool","Bangladesh"
"804","7114_1#16",NA,"E5049","mentzer",NA,NA,NA,"stool","India"
"805","7114_1#17",NA,"E5051","mentzer",NA,NA,NA,"stool","India"
"806","7114_1#18",NA,"E5052","mentzer",NA,NA,NA,"stool","India"
"807","7114_1#19",NA,"E5080","mentzer",NA,NA,NA,"stool","Bangladesh"
"808","7114_1#20",NA,"E5081","mentzer",NA,NA,NA,"stool","Bangladesh"
"809","7114_1#21",NA,"E5082","mentzer",NA,NA,NA,"stool","Bangladesh"
"810","7114_1#22",NA,"E5084","mentzer",NA,NA,NA,"stool","Bangladesh"
"811","7114_1#23",NA,"E5085","mentzer",NA,NA,NA,"stool","Bangladesh"
"812","7114_1#24",NA,"E5086","mentzer",NA,NA,NA,"stool","Bangladesh"
"813","7114_1#25",NA,"E5087","mentzer",NA,NA,NA,"stool","Bangladesh"
"814","7114_1#26",NA,"E5088","mentzer",NA,NA,NA,"stool","Bangladesh"
"815","7521_1#1",NA,"E_222CFn","mentzer",NA,NA,NA,"stool","Japan"
"816","7521_1#2",NA,"E_223CFn","mentzer",NA,NA,NA,"stool","Japan"
"817","7521_1#3",NA,"E_239CFn","mentzer",NA,NA,NA,"stool","Japan"
"818","7521_1#4",NA,"E_263CFn","mentzer",NA,NA,NA,"stool","Japan"
"819","7521_1#5",NA,"E_329CFn","mentzer",NA,NA,NA,"stool","Mexico"
"820","7521_1#6",NA,"E_330CFn","mentzer",NA,NA,NA,"stool","Mexico"
"821","7521_1#7",NA,"E_335CFn","mentzer",NA,NA,NA,"stool","Mexico"
"822","7521_1#8",NA,"E_336CFn","mentzer",NA,NA,NA,"stool","Mexico"
"823","7521_1#9",NA,"E_340CFn","mentzer",NA,NA,NA,"stool","Mexico"
"824","7521_1#10",NA,"E_343CFn","mentzer",NA,NA,NA,"stool","Mexico"
"825","7521_1#11",NA,"E_351CFn","mentzer",NA,NA,NA,"stool","Mexico"
"826","7521_1#12",NA,"E_354CFn","mentzer",NA,NA,NA,"stool","Mexico"
"827","7521_1#13",NA,"E_356CFn","mentzer",NA,NA,NA,"stool","Mexico"
"828","7521_1#14",NA,"E_360CFn","mentzer",NA,NA,NA,"stool","Mexico"
"829","7521_1#15",NA,"E_361CFn","mentzer",NA,NA,NA,"stool","Mexico"
"830","7521_1#16",NA,"E_390CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"831","7521_1#17",NA,"E_391CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"832","7521_1#18",NA,"E_399CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"833","7521_1#19",NA,"E_405CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"834","7521_1#20",NA,"E_415CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"835","7521_1#21",NA,"E_425CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"836","7521_1#22",NA,"E_445CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"837","7521_1#23",NA,"E_451CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"838","7521_1#25",NA,"E_513CFn","mentzer",NA,NA,NA,"stool","Mexico"
"839","7521_1#26",NA,"E_519CFn","mentzer",NA,NA,NA,"stool","Mexico"
"840","7521_1#27",NA,"E_520CFn","mentzer",NA,NA,NA,"stool","Mexico"
"841","7521_1#28",NA,"E_523CFn","mentzer",NA,NA,NA,"stool","Mexico"
"842","7521_1#29",NA,"E_527CFn","mentzer",NA,NA,NA,"stool","Mexico"
"843","7521_1#30",NA,"E_528CFn","mentzer",NA,NA,NA,"stool","Mexico"
"844","7521_1#31",NA,"E_529CFn","mentzer",NA,NA,NA,"stool","Mexico"
"845","7521_1#32",NA,"E_604CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"846","7521_1#33",NA,"E_616CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"847","7521_1#34",NA,"E_618CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"848","7521_1#35",NA,"E_620CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"849","7521_1#37",NA,"E_622CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"850","7521_1#38",NA,"E_626CFn","mentzer",NA,NA,NA,"stool","Guatemala"
"851","7521_1#39",NA,"E_628CFn","mentzer",NA,NA,NA,"stool","Guatemala"
